PRICE LIST,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
,,,,,,,
E CODE,PRICE,UPDATE DATE,PRODUCT NAME,PROV,CATEGORY,SUB CATEGORY,SIZE
2679,0.926,12/16/2016,DISPLAY 6 HOLE - 2 GREEN WRAP,DPS / MAC PAPERS,PRODUCTION HARD GOODS,"BOXES , DISPLAY & CORNER BOARDS",UNID
2679,1.63,2013-12-07 00:00:00,DISPLAY 6 HOLE - 2 GREEN WRAP,PCA - MIAMI,PRODUCTION HARD GOODS,"BOXES , DISPLAY & CORNER BOARDS",UNID
2680,3.32,2015-09-07 00:00:00,DISPLAY 4 HOLE - 1 GREEN BOX,DPS / MAC PAPERS,PRODUCTION HARD GOODS,"BOXES , DISPLAY & CORNER BOARDS",UNID
2680,4.159,2013-05-03 00:00:00,DISPLAY 4 HOLE - 1 GREEN BOX,PCA - MIAMI,PRODUCTION HARD GOODS,"BOXES , DISPLAY & CORNER BOARDS",UNID
2681,1.1,2015-09-07 00:00:00,DISPLAY 4 HOLE - 1 CAP WHITE,DPS / MAC PAPERS,PRODUCTION HARD GOODS,"BOXES , DISPLAY & CORNER BOARDS",UNID
2681,1.191,2013-04-03 00:00:00,DISPLAY 4 HOLE - 1 CAP WHITE,PCA - MIAMI,PRODUCTION HARD GOODS,"BOXES , DISPLAY & CORNER BOARDS",UNID
2682,1.44,2015-09-07 00:00:00,DISPLAY 4 HOLE - 1 PARTITION SET KRAFT,DPS / MAC PAPERS,PRODUCTION HARD GOODS,"BOXES , DISPLAY & CORNER BOARDS",UNID
2682,1.627,2013-03-03 00:00:00,DISPLAY 4 HOLE - 1 PARTITION SET KRAFT,PCA - MIAMI,PRODUCTION HARD GOODS,"BOXES , DISPLAY & CORNER BOARDS",UNID
2683,1.728,2013-01-08 00:00:00,DISPLAY 2 HOLE - 1 GREEN BOX,DPS / MAC PAPERS,PRODUCTION HARD GOODS,"BOXES , DISPLAY & CORNER BOARDS",UNID
2683,2.63,2013-12-06 00:00:00,DISPLAY 2 HOLE - 1 GREEN BOX,PCA - MIAMI,PRODUCTION HARD GOODS,"BOXES , DISPLAY & CORNER BOARDS",UNID
2684,0.68,2022-11-05 00:00:00,DISPLAY 2 HOLE - 1 CAP WHITE,CALIFORNIA PACKAGING - CALIFORNIA,PRODUCTION HARD GOODS,"BOXES , DISPLAY & CORNER BOARDS",UNID
2684,0.68,10/26/2022,DISPLAY 2 HOLE - 1 CAP WHITE,CALIFORNIA PACKAGING - NEW JERSEY,PRODUCTION HARD GOODS,"BOXES , DISPLAY & CORNER BOARDS",UNID
2684,0.68,2022-02-08 00:00:00,DISPLAY 2 HOLE - 1 CAP WHITE,CALIFORNIA PACKAGING - WASHINGTON,PRODUCTION HARD GOODS,"BOXES , DISPLAY & CORNER BOARDS",UNID
2684,0.66,2022-05-01 00:00:00,DISPLAY 2 HOLE - 1 CAP WHITE,DPS / MAC PAPERS,PRODUCTION HARD GOODS,"BOXES , DISPLAY & CORNER BOARDS",UNID
2684,0.491,3/24/2025,DISPLAY 2 HOLE - 1 CAP WHITE,PCA - MIAMI,PRODUCTION HARD GOODS,"BOXES , DISPLAY & CORNER BOARDS",UNID
2686,0.12,2010-11-03 00:00:00,NON WOVEN RHYTHM PINK SHEET,"KOENPACK USA, INC.",PRODUCTION HARD GOODS,SLEEVES,UNID
2688,0.12,2010-09-03 00:00:00,NON WOVEN RHYTHM ORANGE SHEET,"KOENPACK USA, INC.",PRODUCTION HARD GOODS,SLEEVES,UNID
2690,0.185,2010-11-03 00:00:00,ROO ORGANZA  HOT PINK,A-ROO,PRODUCTION HARD GOODS,SLEEVES,UNID
2693,0.18,8/27/2014,ROO ORGANZA YELLOW,A-ROO,PRODUCTION HARD GOODS,SLEEVES,UNID
2694,0.18,8/27/2014,ROO ORGANZA ORANGE,A-ROO,PRODUCTION HARD GOODS,SLEEVES,UNID
2697,0.57,2018-10-08 00:00:00,PARTITION 6 CELL ELITE P BOX,CALIFORNIA PACKAGING - CALIFORNIA,PRODUCTION HARD GOODS,"BOXES , DISPLAY & CORNER BOARDS",UNID
2697,0.57,2013-01-08 00:00:00,PARTITION 6 CELL ELITE P BOX,CALIFORNIA PACKAGING - CHICAGO,PRODUCTION HARD GOODS,"BOXES , DISPLAY & CORNER BOARDS",UNID
2697,0.57,2018-10-08 00:00:00,PARTITION 6 CELL ELITE P BOX,CALIFORNIA PACKAGING - NEW JERSEY,PRODUCTION HARD GOODS,"BOXES , DISPLAY & CORNER BOARDS",UNID
2697,0.536,7/15/2013,PARTITION 6 CELL ELITE P BOX,PCA - MIAMI,PRODUCTION HARD GOODS,"BOXES , DISPLAY & CORNER BOARDS",UNID
2699,5,6/27/2018,PALLETS HALF 24 X 40,48FORTY SOLUTIONS - CHICAGO,SHIPPING  & RECEIVING,PALLETS,UNID
2699,5.25,2014-01-08 00:00:00,PALLETS HALF 24 X 40,OPA LOCKA PALLETS - MIAMI,SHIPPING  & RECEIVING,PALLETS,UNID
2699,3.5,3/15/2010,PALLETS HALF 24 X 40,PALLET ENTERPRISE OF FLORIDA,SHIPPING  & RECEIVING,PALLETS,UNID
2699,5.25,2015-04-09 00:00:00,PALLETS HALF 24 X 40,PREMIER PALLETS - NEW JERSEY,SHIPPING  & RECEIVING,PALLETS,UNID
2699,4.75,1/13/2016,PALLETS HALF 24 X 40,TROPICAL PALLETS,SHIPPING  & RECEIVING,PALLETS,UNID
2699,3.5,3/16/2010,PALLETS HALF 24 X 40,"UNIVERSAL PALLETS, INC.",SHIPPING  & RECEIVING,PALLETS,UNID
2705,0.0938,2002-11-03 00:00:00,A&P MOTHERS DAY 3.5 X18X12 FROST /WHITE,TEMKIN INTERNATIONAL,PRODUCTION HARD GOODS,SLEEVES,UNID
2706,0.235,3/29/2010,ORGANZA DIAMOND= JEWEL LIGHT GREEN,DECO WRAPS,PRODUCTION HARD GOODS,SLEEVES,UNID
2706,0.23,7/15/2015,ORGANZA DIAMOND= JEWEL LIGHT GREEN,FLORA PACK,PRODUCTION HARD GOODS,SLEEVES,UNID
2706,0.16,8/27/2014,ORGANZA DIAMOND= JEWEL LIGHT GREEN,"KOENPACK USA, INC.",PRODUCTION HARD GOODS,SLEEVES,UNID
2708,0.24,3/23/2010,NON WOVEN SAHARA CRINCHED YELLOW,"KOENPACK USA, INC.",PRODUCTION HARD GOODS,SLEEVES,UNID
2709,0.59,3/22/2010,PLAID BOX PINK,"KOENPACK USA, INC.",PRODUCTION HARD GOODS,BAG,UNID
2710,0.59,2010-08-03 00:00:00,PLAID BOX LAVANDER,"KOENPACK USA, INC.",PRODUCTION HARD GOODS,BAG,UNID
2713,0.59,2010-03-03 00:00:00,PLAID BOX GREEN,"KOENPACK USA, INC.",PRODUCTION HARD GOODS,BAG,UNID
2715,0.39,1/22/2013,"TANGO V-SHAPE ORGANZA  LT PINK 22""","KOENPACK USA, INC.",PRODUCTION HARD GOODS,SLEEVES,UNID
2719,0.175,3/30/2010,FLORENCE LT GREEN SHEET,"KOENPACK USA, INC.",PRODUCTION HARD GOODS,SLEEVES,UNID
2722,0.235,3/26/2010,ORGANZA DIAMOND WHITE,DECO WRAPS,PRODUCTION HARD GOODS,SLEEVES,UNID
2722,0.23,3/29/2013,ORGANZA DIAMOND WHITE,"KOENPACK USA, INC.",PRODUCTION HARD GOODS,SLEEVES,UNID
2723,0.32,3/29/2010,ORGANZA GARDEN PINK,DECO WRAPS,PRODUCTION HARD GOODS,SLEEVES,UNID
2731,0.24,1/22/2015,FOILED SWIRL SILVER ON LAVANDER,TEMKIN INTERNATIONAL,PRODUCTION HARD GOODS,SLEEVES,UNID
2738,0.32,2010-05-04 00:00:00,ORGANZA GARDEN RED,DECO WRAPS,PRODUCTION HARD GOODS,SLEEVES,UNID
2739,0.32,2010-02-04 00:00:00,ORGANZA GARDEN GREEN,DECO WRAPS,PRODUCTION HARD GOODS,SLEEVES,UNID
2748,0.4,2010-07-04 00:00:00,"SILK BOUQUET ROSETTE RED 18""","KOENPACK USA, INC.",PRODUCTION HARD GOODS,SLEEVES,UNID
2770,0.29,4/13/2010,ORGANZA CHIC YELLOW,DECO WRAPS,PRODUCTION HARD GOODS,SLEEVES,UNID
2773,0.0767,4/13/2010,"CLEAR SLEEVE FLAIRTOP 6"" X 18' X 24"" ( 2MIL)",DECO WRAPS,PRODUCTION HARD GOODS,SLEEVES,UNID
2781,1.3,2013-01-08 00:00:00,PARTITION 8 CELL ARRG LARGE BOX,DPS / MAC PAPERS,PRODUCTION HARD GOODS,"BOXES , DISPLAY & CORNER BOARDS",UNID
2781,1.313,7/16/2013,PARTITION 8 CELL ARRG LARGE BOX,PCA - MIAMI,PRODUCTION HARD GOODS,"BOXES , DISPLAY & CORNER BOARDS",UNID
2789,0.59,4/20/2010,ROSE CARRY BAG RED,"KOENPACK USA, INC.",PRODUCTION HARD GOODS,BAG,UNID
2790,0.59,4/21/2010,ROSE CARRY BAG PURPLE,"KOENPACK USA, INC.",PRODUCTION HARD GOODS,BAG,UNID
2792,18,2/24/2021,4*3 LABEL THERMAL TRANSFER FL HOT PINK E/2000 PK 4,DPS / MAC PAPERS,PRODUCTION HARD GOODS,LABEL,ROLL
2792,20.1,1/19/2023,4*3 LABEL THERMAL TRANSFER FL HOT PINK E/2000 PK 4,"LABEL IT EXPRESS, INC.",PRODUCTION HARD GOODS,LABEL,ROLL
2807,0.1155,2010-04-05 00:00:00,TWIN PINK / YELLOW SHEET,TEMKIN INTERNATIONAL,PRODUCTION HARD GOODS,SLEEVES,UNID
2808,0.1155,2010-03-05 00:00:00,TWIN PINK / GREEN SHEET,TEMKIN INTERNATIONAL,PRODUCTION HARD GOODS,SLEEVES,UNID
2809,0.1155,2010-04-05 00:00:00,TWIN YELLOW / GREEN SHEET,TEMKIN INTERNATIONAL,PRODUCTION HARD GOODS,SLEEVES,UNID
2810,0.1155,2010-03-05 00:00:00,TWIN  PINK / ORANGE SHEET,TEMKIN INTERNATIONAL,PRODUCTION HARD GOODS,SLEEVES,UNID
2811,0.1155,2010-04-05 00:00:00,TWIN BLUE / GREEN SHEET,TEMKIN INTERNATIONAL,PRODUCTION HARD GOODS,SLEEVES,UNID
2814,0.39,1/22/2013,"TANGO V-SHAPE ORGANZA  LIME GREEN 22""","KOENPACK USA, INC.",PRODUCTION HARD GOODS,SLEEVES,UNID
2815,0.39,1/22/2013,"TANGO V-SHAPE ORGANZA  YELLOW 22""","KOENPACK USA, INC.",PRODUCTION HARD GOODS,SLEEVES,UNID
2817,0.39,1/22/2013,"TANGO V-SHAPE ORGANZA  PURPLE 22""","KOENPACK USA, INC.",PRODUCTION HARD GOODS,SLEEVES,UNID
2827,0.2998,6/16/2010,LINDSAY YELLOW / RED  SHEET,TEMKIN INTERNATIONAL,PRODUCTION HARD GOODS,SLEEVES,UNID
2829,0.275,6/24/2012,"CLEAR SLEEVE BOTTOM SEAL W/HAN CUBES 12X20X14"" 2M",TEMKIN INTERNATIONAL,PRODUCTION HARD GOODS,SLEEVES,UNID
2834,21.25,7/29/2022,"BUCKETS GALVANIZED VASE 18""  REF GV18 PK 6",CARLSON AIRFLO MERCHANDISING SYSTEMS,SHOW,SHOW,UNID
2834,14.9,6/18/2018,"BUCKETS GALVANIZED VASE 18""  REF GV18 PK 6",FLORAL MERCHANDISING SYSTEMS,SHOW,SHOW,UNID
2835,12.9,2018-08-06 00:00:00,"BUCKETS GALVANIZED VASE 15""  REF GV15 PK 6",FLORAL MERCHANDISING SYSTEMS,SHOW,SHOW,UNID
2837,17.7,3/22/2013,DISPLAY DECORATOR CUBES BLACK REF DC3 PK 3,FLORAL MERCHANDISING SYSTEMS,PRODUCTION HARD GOODS,"BOXES , DISPLAY & CORNER BOARDS",UNID
2851,0.24,2015-09-10 00:00:00,SILVER LADY FAIR WRISTLETS  SILVER PK 2000-CORSAGE,NATIONAL RIBBON,PRODUCTION HARD GOODS,DECORATIONS AND OTHERS,UNID
2852,11.7,9/25/2018,CORSAGE STEMS GREEN,BERKELEY,SHOW,SHOW,BOX
2853,11.1,5/25/2022,"WRAP FLORATAPE GR ROLL 1/2""",BERKELEY,PRODUCTION HARD GOODS,DECORATIONS AND OTHERS,UNID
2854,0.47,2016-06-01 00:00:00,# 36 LOOP NOSE BOWS WHITE IRRIDECENT - CORSAGE,BOW GENIE // OFFSHORE MFG,PRODUCTION HARD GOODS,DECORATIONS AND OTHERS,UNID
2858,0.39,8/23/2010,NON WOVEN FLW BAG DEBI LILLY 16X16 NATURAL,"KOENPACK USA, INC.",PRODUCTION HARD GOODS,SLEEVES,UNID
2866,0.065,6/14/2016,"WATER TUBES 3.5"" CLEAR W/CAP REF LRV3 PK 500",ROYAL IMPORTS,PRODUCTION HARD GOODS,TUBES,UNID
2889,0.21,2018-12-02 00:00:00,LACE SHEET YELLOW 20X28,DECO WRAPS,PRODUCTION HARD GOODS,SLEEVES,UNID
2891,0.265,2010-07-09 00:00:00,LACE MESH RED SHEET,DECO WRAPS,PRODUCTION HARD GOODS,SLEEVES,UNID
2894,0.265,2010-06-09 00:00:00,LACE HOT PINK SHEET,DECO WRAPS,PRODUCTION HARD GOODS,SLEEVES,UNID
2905,0.309,12/15/2021,"PREFOLD SOLID/CLEAR WHITE 20""",DECO WRAPS,PRODUCTION HARD GOODS,SLEEVES,UNID
2913,0.35,2010-08-09 00:00:00,"LOTUS POD GLITTERED BRONCE ON STEMS 18"" PK 1000",SECOND NATURE DESIGN LIMITED,PRODUCTION HARD GOODS,DRY FLOWERS,UNID
2922,0.115,2010-06-10 00:00:00,"KEY R12 CLEAR 22""",A-ROO,PRODUCTION HARD GOODS,SLEEVES,UNID
2935,0.189,10/20/2010,GARDEN REVERSA YELLOW,DECO WRAPS,PRODUCTION HARD GOODS,SLEEVES,UNID
2942,0.33,2010-04-11 00:00:00,ORGANZA GOLD HEART RED SHEET,TEMKIN INTERNATIONAL,PRODUCTION HARD GOODS,SLEEVES,UNID
2949,0.189,11/16/2010,GARDEN REVERSA GREEN,DECO WRAPS,PRODUCTION HARD GOODS,SLEEVES,UNID
2950,1.2158,2012-04-01 00:00:00,"9"" BUD VASE CLEAR REF7-859-GLS/1CL PK 12// CL12C",CONTINENTAL FLORAL GREENS,PRODUCTION HARD GOODS,VASES,UNID
2950,1.04,3/18/2013,"9"" BUD VASE CLEAR REF7-859-GLS/1CL PK 12// CL12C","HILL'S IMPORTS, INC.",PRODUCTION HARD GOODS,VASES,UNID
2954,0.205,1/15/2013,KEY XMAS SCROLLS  RED SHEET,A-ROO,PRODUCTION HARD GOODS,SLEEVES,UNID
2955,0.205,1/15/2013,KEY XMAS SCROLLS SILVER/BLUE SHEET,A-ROO,PRODUCTION HARD GOODS,SLEEVES,UNID
2957,0.29,2010-02-12 00:00:00,ORGANZA MESH GOLD,DECO WRAPS,PRODUCTION HARD GOODS,SLEEVES,UNID
2962,0.24,12/30/2013,ORGANZA COSMIC TWIST METALLIC RED,TEMKIN INTERNATIONAL,PRODUCTION HARD GOODS,SLEEVES,UNID
2964,0.24,2/24/2015,COSMIC TWIST WHITE,TEMKIN INTERNATIONAL,PRODUCTION HARD GOODS,SLEEVES,UNID
2972,0.25,11/25/2013,HEART SUGAR ROSES RED/BLACK PICK,"KOENPACK USA, INC.",PRODUCTION HARD GOODS,PICKS,UNID
2973,0.25,11/25/2013,HEART SUGAR ROSES PINK PICK,"KOENPACK USA, INC.",PRODUCTION HARD GOODS,PICKS,UNID
2979,0.926,12/16/2016,DISPLAY 6 HOLE - 2 RED WRAP,DPS / MAC PAPERS,PRODUCTION HARD GOODS,"BOXES , DISPLAY & CORNER BOARDS",UNID
2979,1.63,2013-07-01 00:00:00,DISPLAY 6 HOLE - 2 RED WRAP,PCA - MIAMI,PRODUCTION HARD GOODS,"BOXES , DISPLAY & CORNER BOARDS",UNID
2981,1.575,2012-08-11 00:00:00,"9"" PYRAMID RED VASE PK 12",DPS / MAC PAPERS,PRODUCTION HARD GOODS,VASES,UNID
2981,2.17,2011-11-01 00:00:00,"9"" PYRAMID RED VASE PK 12","SYNDICATE SALES, INC.",PRODUCTION HARD GOODS,VASES,UNID
2985,0.3,12/17/2012,HEART PICK D'AMOUR PINK & RED K.2605,"KOENPACK USA, INC.",PRODUCTION HARD GOODS,PICKS,UNID
2986,1.18,7/22/2013,MEDIUM CONTAINER METALLIC XMAS & DEC,AAA IMPORTS,PRODUCTION HARD GOODS,VASES,UNID
2986,3.3,1/13/2011,MEDIUM CONTAINER METALLIC XMAS & DEC,"HILL'S IMPORTS, INC.",PRODUCTION HARD GOODS,VASES,UNID
2986,3.36,3/13/2013,MEDIUM CONTAINER METALLIC XMAS & DEC,POTS  / GIFTWARES COMPANY,PRODUCTION HARD GOODS,VASES,UNID
3006,1.065,2013-01-08 00:00:00,INSERT CENTERPIECE VASE ACME,DPS / MAC PAPERS,PRODUCTION HARD GOODS,"BOXES , DISPLAY & CORNER BOARDS",UNID
3006,0.81,7/20/2013,INSERT CENTERPIECE VASE ACME,PCA - MIAMI,PRODUCTION HARD GOODS,"BOXES , DISPLAY & CORNER BOARDS",UNID
3007,2.26,2013-01-08 00:00:00,BOX CENTERPIECE  ACME,DPS / MAC PAPERS,PRODUCTION HARD GOODS,"BOXES , DISPLAY & CORNER BOARDS",UNID
3007,3.487,7/19/2013,BOX CENTERPIECE  ACME,PCA - MIAMI,PRODUCTION HARD GOODS,"BOXES , DISPLAY & CORNER BOARDS",UNID
3009,8.5,1/16/2016,UPC 2X1.5 LABEL THERMAL PEEL OFF WH PK8- E/3750,DPS / MAC PAPERS,PRODUCTION HARD GOODS,LABEL,ROLL
3011,6.95,1/25/2011,RAFFIA RED PACK PK 25LBS PER CASE,FLORA SOURCE,PRODUCTION HARD GOODS,DECORATIONS AND OTHERS,POUN
3015,0.28,2013-12-04 00:00:00,ORGANZA FLOCKED DAMASK PURPLE,TEMKIN INTERNATIONAL,PRODUCTION HARD GOODS,SLEEVES,UNID
3017,0.37,2012-04-02 00:00:00,ORGANZA CRUSH METALLIC SILVER,TEMKIN INTERNATIONAL,PRODUCTION HARD GOODS,SLEEVES,UNID
3019,0.096,2011-08-02 00:00:00,CANDY WRAP PURPLE,DECO WRAPS,PRODUCTION HARD GOODS,SLEEVES,UNID
3022,2.4018,11/21/2022,BIG LINER PALLET COVER 51X49X85 PK100,CALIFORNIA PACKAGING - CALIFORNIA,PRODUCTION HARD GOODS,LINERS,UNID
3022,0.2527,3/21/2024,BIG LINER PALLET COVER 51X49X85 PK100,CONTINENTAL FLORAL GREENS,PRODUCTION HARD GOODS,LINERS,UNID
3022,3.76,2024-05-07 00:00:00,BIG LINER PALLET COVER 51X49X85 PK100,ULINE,PRODUCTION HARD GOODS,LINERS,UNID
3026,0.37,1/28/2014,ORGANZA MARIPOSA GREEN,"KOENPACK USA, INC.",PRODUCTION HARD GOODS,SLEEVES,UNID
3039,1.413,2020-09-03 00:00:00,CORSAGE BOX KRAFT FOR 15 HOLE PK 1500,PCA - MIAMI,PRODUCTION HARD GOODS,"BOXES , DISPLAY & CORNER BOARDS",UNID
3040,0.593,2020-09-03 00:00:00,CORSAGE INSERT  KRAFT FOR 15 HOLE PK 1500,PCA - MIAMI,PRODUCTION HARD GOODS,"BOXES , DISPLAY & CORNER BOARDS",UNID
3041,1.38,7/26/2011,TRUMPET PLASTIC BAG TALL W/ SILVER HAND 10X8X28,DPS / MAC PAPERS,PRODUCTION HARD GOODS,BAG,UNID
3043,0.99,2011-01-03 00:00:00,DISC,DPS / MAC PAPERS,PRODUCTION HARD GOODS,VASES,UNID
3043,1.8383,10/16/2014,DISC,"SYNDICATE SALES, INC.",PRODUCTION HARD GOODS,VASES,UNID
3051,0.9,2018-10-08 00:00:00,PARTITION 8/6 CELL ELITE  BJ'S BOX,CALIFORNIA PACKAGING - CALIFORNIA,PRODUCTION HARD GOODS,"BOXES , DISPLAY & CORNER BOARDS",UNID
3051,0.9,2018-10-08 00:00:00,PARTITION 8/6 CELL ELITE  BJ'S BOX,CALIFORNIA PACKAGING - CHICAGO,PRODUCTION HARD GOODS,"BOXES , DISPLAY & CORNER BOARDS",UNID
3051,0.9,2018-10-08 00:00:00,PARTITION 8/6 CELL ELITE  BJ'S BOX,CALIFORNIA PACKAGING - NEW JERSEY,PRODUCTION HARD GOODS,"BOXES , DISPLAY & CORNER BOARDS",UNID
3051,0.5,2018-09-08 00:00:00,PARTITION 8/6 CELL ELITE  BJ'S BOX,DPS / MAC PAPERS,PRODUCTION HARD GOODS,"BOXES , DISPLAY & CORNER BOARDS",UNID
3051,0.501,7/17/2013,PARTITION 8/6 CELL ELITE  BJ'S BOX,PCA - MIAMI,PRODUCTION HARD GOODS,"BOXES , DISPLAY & CORNER BOARDS",UNID
3055,0.16,3/22/2011,CELLANE BLUE SHEET,TEMKIN INTERNATIONAL,PRODUCTION HARD GOODS,SLEEVES,UNID
3065,0.225,3/24/2011,KEY GOLD SHEET,TEMKIN INTERNATIONAL,PRODUCTION HARD GOODS,SLEEVES,UNID
3068,0.095,3/29/2011,KEY FLORAL R12 CLEAR W/ GOLD SLEEVE 20X18X15,A-ROO,PRODUCTION HARD GOODS,SLEEVES,UNID
3069,0.07,3/28/2011,KEY R6 MIX CLEAR W/GOLD SLEEVE 14X16X4,A-ROO,PRODUCTION HARD GOODS,SLEEVES,UNID
3069,0.121,2013-11-06 00:00:00,KEY R6 MIX CLEAR W/GOLD SLEEVE 14X16X4,TEMKIN INTERNATIONAL,PRODUCTION HARD GOODS,SLEEVES,UNID
3070,74.5,2/26/2025,FLOWER ARRG TERMAL TAG 2X4 GREEN PK4 E/2000,"LABEL IT EXPRESS, INC.",PRODUCTION HARD GOODS,TAGS,ROLL
3070,89.72,12/30/2024,FLOWER ARRG TERMAL TAG 2X4 GREEN PK4 E/2000,SPECIALTY TAG & LABEL,PRODUCTION HARD GOODS,TAGS,ROLL
3075,1.25,8/22/2012,"GLASS CUBES 5"" FROST ORANGE",DPS / MAC PAPERS,PRODUCTION HARD GOODS,VASES,UNID
3075,1.5,2011-06-04 00:00:00,"GLASS CUBES 5"" FROST ORANGE",GIFTWARES COMPANY,PRODUCTION HARD GOODS,VASES,UNID
3076,200,2011-08-04 00:00:00,MAINTENANCE SCRUBBER MAQUINE,BORTEK,MAINTENANCE PRODUCTS,MAINTENANCE PRODUCTS,UNID
3087,1.98,2013-03-04 00:00:00,"LARGE BASKET 10"" OPEN BROWN W/ HANDLE",POTS  / GIFTWARES COMPANY,PRODUCTION HARD GOODS,BASKET,UNID
3093,0.09,4/27/2011,"KEY MIX BLUE 19""",A-ROO,PRODUCTION HARD GOODS,SLEEVES,UNID
3094,0.135,5/16/2011,KEY SINGLE ROSES SLEEVE R- LARGE,A-ROO,PRODUCTION HARD GOODS,SLEEVES,UNID
3100,10.9,9/18/2018,"BUCKETS GALVANIZED VASE 12"" REF GV12 PK 6",FLORAL MERCHANDISING SYSTEMS,PRODUCTION HARD GOODS,BUCKETS,UNID
3101,9.92,2013-01-09 00:00:00,"BUCKETS GALVANIZED VASE 11"" REF GB11 PK 3",FLORAL MERCHANDISING SYSTEMS,SHOW,SHOW,UNID
3105,0.328,5/20/2011,ATRIUM ROSE SHEET 24X24,TEMKIN INTERNATIONAL,PRODUCTION HARD GOODS,SLEEVES,UNID
3111,0.07,2013-06-08 00:00:00,ATRIUM CONSUMER BUNCH LARGE 4X18X16,TEMKIN INTERNATIONAL,PRODUCTION HARD GOODS,SLEEVES,UNID
3112,0.1718,5/17/2011,ATRIUM CONSUMER BUNCHE SMALL 3.5X16X16,TEMKIN INTERNATIONAL,PRODUCTION HARD GOODS,SLEEVES,UNID
3113,0.07,2013-06-08 00:00:00,ATRIUM CONSUMER BUNCHE LARGE 4X16X18,TEMKIN INTERNATIONAL,PRODUCTION HARD GOODS,SLEEVES,UNID
3124,0.01,2011-03-08 00:00:00,JEWELL CLEAR SLEEVE 22,ELITE FLOWER BOGOTA,PRODUCTION HARD GOODS,SLEEVES,UNID
3124,0.128,2011-03-08 00:00:00,JEWELL CLEAR SLEEVE 22,TEMKIN INTERNATIONAL,PRODUCTION HARD GOODS,SLEEVES,UNID
3125,0.01,2011-01-08 00:00:00,JEWELL CLEAR SLEEVE 17,ELITE FLOWER BOGOTA,PRODUCTION HARD GOODS,SLEEVES,UNID
3125,0.107,2011-01-08 00:00:00,JEWELL CLEAR SLEEVE 17,TEMKIN INTERNATIONAL,PRODUCTION HARD GOODS,SLEEVES,UNID
3126,0.01,5/24/2011,UPC JEWELL LABEL  2X1 ROSES E/O 5000,ELITE FLOWER BOGOTA,PRODUCTION HARD GOODS,LABEL,ROLL
3134,0.28,6/20/2011,ANGEL BLOSSOMS  SHEET,TEMKIN INTERNATIONAL,PRODUCTION HARD GOODS,SLEEVES,UNID
3135,11,6/23/2011,G.EAGLE TEMP RECOR YLW 2K-SU PRO 6 REF 74800-001-,SENSITECH,SHIPPING  & RECEIVING,TEMPERATURE RECORDS & OTHERS,UNID
3138,0.61,2013-01-08 00:00:00,"WM SINGLE BOX KRAFT 11X9X22"" PK 500",CALIFORNIA PACKAGING - CALIFORNIA,PRODUCTION HARD GOODS,"BOXES , DISPLAY & CORNER BOARDS",UNID
3138,0.625,2013-01-08 00:00:00,"WM SINGLE BOX KRAFT 11X9X22"" PK 500",DPS / MAC PAPERS,PRODUCTION HARD GOODS,"BOXES , DISPLAY & CORNER BOARDS",UNID
3138,0.642,2013-12-07 00:00:00,"WM SINGLE BOX KRAFT 11X9X22"" PK 500",PCA - MIAMI,PRODUCTION HARD GOODS,"BOXES , DISPLAY & CORNER BOARDS",UNID
3140,1.1,2013-01-08 00:00:00,"WM DOUBLE BOX  20X12X25"" PK 500",CALIFORNIA PACKAGING - CALIFORNIA,PRODUCTION HARD GOODS,"BOXES , DISPLAY & CORNER BOARDS",UNID
3140,1.09,2013-01-10 00:00:00,"WM DOUBLE BOX  20X12X25"" PK 500",DPS / MAC PAPERS,PRODUCTION HARD GOODS,"BOXES , DISPLAY & CORNER BOARDS",UNID
3140,0.97,2012-12-06 00:00:00,"WM DOUBLE BOX  20X12X25"" PK 500",PCA - CHICAGO,PRODUCTION HARD GOODS,"BOXES , DISPLAY & CORNER BOARDS",UNID
3140,1.108,2013-12-07 00:00:00,"WM DOUBLE BOX  20X12X25"" PK 500",PCA - MIAMI,PRODUCTION HARD GOODS,"BOXES , DISPLAY & CORNER BOARDS",UNID
3141,1.02,2011-11-07 00:00:00,WALMART K BOX 13X16X25 PK 500,DPS / MAC PAPERS,PRODUCTION HARD GOODS,"BOXES , DISPLAY & CORNER BOARDS",UNID
3141,0.99,2011-11-07 00:00:00,WALMART K BOX 13X16X25 PK 500,PCA - MIAMI,PRODUCTION HARD GOODS,"BOXES , DISPLAY & CORNER BOARDS",UNID
3143,0.57,2018-10-10 00:00:00,"9"" BUD VASE SPIRAL BLUE PK 40",DPS / MAC PAPERS,PRODUCTION HARD GOODS,VASES,UNID
3147,0.0023,2016-01-01 00:00:00,WM 2.X1.5 UPC LABEL THERMAL PULL OFF WH PK8 E/3750,DPS / MAC PAPERS,PRODUCTION HARD GOODS,LABEL,ROLL
3148,0.26,2011-12-07 00:00:00,"WM EDGE PROTECTOR 2X2X75"" 0.08 PK 2,400",DPS / MAC PAPERS,PRODUCTION HARD GOODS,"BOXES , DISPLAY & CORNER BOARDS",UNID
3153,2.16,9/28/2015,MEDIUM BASKET BROWN W/ HANDLE/ LINER,"HILL'S IMPORTS, INC.",PRODUCTION HARD GOODS,VASES,UNID
3153,1.18,10/22/2018,MEDIUM BASKET BROWN W/ HANDLE/ LINER,POTS  / GIFTWARES COMPANY,PRODUCTION HARD GOODS,VASES,UNID
