Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
,PRODUCTS LIST,,,
,,,,
,,,,
,E CODE,PRODUCT NAME,SIZE,REF IMG
,8640,WM SLEEVE 2023 EDAY RS TINT COD 956396,UNID,
,8641,"WM SLEEVE DZ ROSES 15"" CODE 310104366",UNID,
,8642,"ALUMINUM DOCK BOARD - 72 X 60"", 15,000 LB CAPACITY",UNID,
,8643,"G9600 CLEAR VASE 9""H X 3.5""O PK12",UNID,
,8644,CLEAR SLEEVE 8X26X24 #CLRSLE82624BOP2 PK1000,UNID,
,8645,WM SLEEVE 2023 EDAY CB GYP COD 956668 PK1000,UNID,
,8646,BUCKETS 5LT WIDE PK 3900/PALLET,UNID,
,8647,OASIS BRICK TRAY SINGLE BLACK #45-38332 PK12,BOX,
,8648,"LINERS ROLL #310706 18""X18X8MIL  HDPE2500",ROLL,
,8649,TORK MATIC HAND TOWEL ROLL OFFICE (TRK290094),BOX,
,8650,COFFEE PRO 50-CUP (CFPCP50),UNID,
,8651,"LABEL 2.5 X 1.5 PACKED. 8 X 3,800 (ORANGE)",ROLL,
,8652,"PUBLIX 10"" SASSY PINK/SMOKE PK12 EDAY",UNID,
,8653,"FTD MILK JUG VASE CLEAR G3364 8""X4.9"" PK6",UNID,
,8654,ELITE K BOX LAVANDER 40ECT 15 X12 X 22,UNID,
,8655,"ELITE LG MAXI LAVANDER BOX 40ECT 15 X12 X 22""",UNID,
,8656,STEEL DRY ERASE BOARD (BVCMA2707170),UNID,
,8658,"FROSTED SLEEVE 14""-SIGNATURE HDPE PK2000",UNID,
,8659,EYEWASH STATION WATER PRESERVATIVE - 8 OZ,UNID,
,8660,"FLOOR SQUEEGEE FLAT BLADE 24""",UNID,
,8661,"LABEL 2.5 X 1.5 PACKED. 8 X 3,800 (DARK GREEN)",ROLL,
,8662,"OASIS RING HOLDERS 8 1/2"" REF11-0104 PK10",BOX,
,8663,"OASIS RAQUETTES HOLDERS 27"" REF11-0112 PK10",BOX,
,8665,"OASIS MACHE SOLID HEART 12"" REF11-01810 PK4",BOX,
,8666,"OASIS FLORAL FOAM SPHERES 4 1/2"" REF11-27704 PK20",BOX,
,8667,"9"" BLACK LOMEY DESIGNER DISH REF45-01411 PK12",BOX,
,8668,OASIS HOT-MELT GLUE PELLETS 25LBS REF31-01562 PK1,BOX,
,8669,TRIAL WHITE CORNER BOARDS  1.75X1.75X76 .1,UNID,
,8670,"COTTON CUT END MOP KIT 60"" YELLOW (BWK5324C)",PACK,
,8671,"G7254 CLEAR VASE 9.5""H - 4.25""O PK8",UNID,
,8672,"GM739 GOLD GLASS VASE 7""H X 3.25""O PK12",UNID,
,8673,TARGET BLACK DOUBLE BOX 20X12X24,UNID,
,8674,TARGET WHITE TRAY 20X12X24 - 8LT,UNID,
,8675,CLEAR200 EZDOSE 3QT/3L #81-03124 PK250,PACK,
,8676,"BUCKET 8LT WIDE PK3,780",UNID,
,8677,LOMEY WRAP WRISTLETS WHITE #42-00670 PK72,UNID,
,8678,LOMEY WRAP WRISTLETS ONYX #42-00675 PK72,UNID,
,8679,OASIS ALUMINUM WIRE GOLD #40-02601 PK10,UNID,
,8680,DISPENSER SAN JAMAR (SJMS890TBK),UNID,
,8681,"LEGACY FLOWERS PRINT K BOX 24""",UNID,
,8682,"COSTCO CLEAR ROSE VASE 8""HX3.5""O #G008C PK12",UNID,
,8683,4X4 LABEL DIRECT THERMAL WHITE E/O 1500 PK4,ROLL,
,8684,"MACHINE SEALING TAPE 3"" 72MM X 914 MTR THICK 2.0ML",ROLL,
,8685,"FTD CYLINDER CLEAR VASE 8"" X4.5""O #FLRL-V-00075",UNID,
,8686,"HEB 7.25"" X4.5"" PEACH/SALMON GLASS VASE G7208 PK12",UNID,
,8687,"HEB 7.25"" X 4.5"" PINK GLASS VASE G7208 PK12",UNID,
,8688,"HEB 7.25"" X 4.5"" LAVENDER GLASS VASE G7208 PK12",UNID,
,8689,COFFEE FOLGERS 43.5 OZ- PK 1,UNID,
,8690,"COSTCO 9.5"" X 4.75"" CYLINDER CLEAR VASE #G0349",UNID,
,8691,"COSTCO 8"" X 5"" CYLINDER CLEAR VASE #G58",UNID,
,8692,"COSTCO 8"" X 5"" CYLINDER CLEAR VASE #FLRLV00076",UNID,
,8693,CYLINDER 250MM STROKE G1/8 PORT #PN-01-048,UNID,
,8694,CFG CLEAR SLEEVE WITH HEADER 5X16X17 PK2000/4CPBC5,UNID,
,8695,GENERIC DOUBLE BUCKET P BOX 23 5/8 X 13 1/16 X 24,UNID,
,8696,OASIS DELUXE FLORAL FOAM MAXLIFE #00120 PK48,BOX,
,8697,"SOFIA 6.5""-3.25"" MASON JAR CLEAR #G5378 PK12",UNID,
,8698,OASIS SAGE ECOSSENTIALS PLANTER #45-22480 PK6,BOX,
,8699,FLORALIFE EXPRESS CLEAR 200 #81-42005 2.5GALLON,UNID,
,8700,FALL GNOME 4.72IN ASSORTEDX2 ON 20IN PICK #K62081,UNID,
,8701,"FTD 8"" X 4"" CYLINDER CLEAR VASE #G48 PK12",UNID,
,8702,"EDIBLE LABEL SHEET 11"" X 8.5"" PK1000",UNID,
,8703,"WORKTABLE MOBILE SS W/BOTTOM SHELF 48""X24""",UNID,
,8704,4*6 LABEL THERMAL REMOVABLE WHITE PK4 E/1000,UNID,
,8705,TARGET 8LT VASE BUCKET PK 3420,UNID,
,8706,"HAND STRETCH FILM EXT HEAVY 18"" X1500'X17.8UM",UNID,
,8707,"TARGET 21"" CARRYBAG ROSE ARRG VDAY2025 21X12X5""",UNID,
,8708,OASIS BLACK EVENT SADDLE #45-03865 PK12,BOX,
,8709,"15"" BLACK LOMEY DESIGNER DISH #45-01400 PK12",BOX,
,8710,SLEEVE BOTANIC VIBES 17*15*4IN CLEAR PK1000,UNID,
,8711,"WF GLASS MEDIUM HONEYCOMB LAVENDER 6"" PK24",UNID,
,8712,"WF GLASS MEDIUM HONEYCOMB LIGHT GREEN 6"" PK24",UNID,
,8713,CARTON CLOSING STAPLES PK25000 (S-22480),BOX,
,8714,"TJ PLASTIC BAG FALL VB0043 18""X14""X5"" PK100",UNID,
,8715,"TJ PLASTIC BAG ORANGE FALL VB0044 18""X14""X5"" PK100",UNID,
,8716,REMOVABLE ADHESIVE CIRCLE LABELS PK1000 (S-13122G),BOX,
,8717,"EDIBLE BOX 12""X9""X9"" #121275-1-1",UNID,
,8718,"EDIBLE INSERT 12""X9""X9"" #121272-1-1",UNID,
,8719,"BLOOMSY LABEL 11""X 8.5"" #FIN-01663-1 PK1000",UNID,
,8721,"SW 9.75""X 4"" ROSE RED VASES G3875R PK12",UNID,
,8722,"SLEEVE KRAFT/WHITE COZY SNOWY DAY 17"" PK1000",UNID,
,8723,"SW 8.75"" X4""O LIGHT PINK VASE GPC2511 PK12",UNID,
,8724,"SW 7.5"" X4""O LIGHT PINK VASES GPC2507 PK12",UNID,
,8725,"SW 8.75""X3.75""O WHITE VASE G371 PK12",UNID,
,8726,"SW 8""X3.25""O WHITE VASE G369 PK12",UNID,
,8727,"SW 9.5"" X4.25""O PINK VASE GPC2512 PK6",UNID,
,8728,"1/4"" OASIS MIDNIGHT WATERPROOF TAPE 31-01617 PK48",BOX,
,8729,ESSENTIALS LARGE SQUARE BOWL #45-82602 PK24,BOX,
,8730,"OASIS 10""X6"" CLEAR GRACE VASE #45-00674 PK9",BOX,
,8731,"OASIS 21"" WREATH BASE #11-01035 PK4",BOX,
,8732,"13.5"" SINGLE CASKET SADDLE #625-18-07 PK18",BOX,
,8733,OASIS IPPON SCISSORS #32-02828 PK6,BOX,
,8734,"BLOOMSY NYLON CABLE TIES 13"" #S-5283 PK500",UNID,
,8735,BLOOMSY FLOWER FOOD BLOOMSEYBOX UNIVERSAL PK1000,UNID,
,8736,BLOOMSY KRAFT/RED BOX&INSERT 25X6X6 PK320,UNID,
,8737,"CLEAR SLEEVE 17"" // 4X17X17 PK 1000",UNID,
,8738,"PUBLIX 10"" RED/PINK GLASS LUXE VASE MIX BOX PK12",UNID,
,8739,"PUBLIX 10"" RED/PINK GLASS FLARE VASE MIX BOX PK12",UNID,
,8740,"PUBLIX 10"" BLACK GLASS FLARE SATIN PK12",UNID,
,8741,"PUBLIX 10"" BLACK GLASS LUXE SATIN VASE PK12",UNID,
,8742,"BUBBLE ROLL 16"" X 250', 1/2"" PK3 (S-8279P)",ROLL,
,8743,COSTCO ONE-PIECE ECOM KRAFT RED BOX 28X7X7 PK255,UNID,
,8744,"BRUSHED W/LOVE PLASTIC BAG 19""X5X14 W/HAND PK100",UNID,
,8745,BOX COR 22X22X22,UNID,
,8746,BOX COR 24X24X24,UNID,
,8747,"WM PLASTIC ROSE BAG 20"" W/HANDLE 180MIC VD 2025",UNID,
,8748,"PUBLIX 10"" FLARE SAGE/BEIGE EVERYDAY PK12",UNID,
,8749,"PUBLIX 10"" LUXE VASE EGGPLANT/BLUE EVERYDAY PK12",UNID,
,8750,"BLOOMSY FOAM ROLL PERF 1/8"",4"" X 550'  #S19360P",UNID,
,8751,"9.75"" RED GLASS VASE #G9322 PK12",UNID,
,8752,SAMPLE CHINA BLACK BUCKET 10LT WIDE 216 GR / 236GR,UNID,
,8753,"7.5"" X 3"" FROSTED RED VASE G116 PK12",UNID,
,8754,"18"" OASIS MIDNIGHT MACHE WREATH 11-20031 PK4",BOX,
,8755,FLORAL FOAM RISER 11-1870 PK1,BOX,
,8756,OASIS NATURAL SELF-STICKING BLACK 40-02665 1ROLL,UNID,
,8757,OASIS NATURAL SELF-STICKING IVORY 40-02666 1ROLL,UNID,
,8758,OASIS SUMMER RAINBOW SHAPES 11-21147 PK2,BOX,
,8759,OASIS SUMMER MUSHROOM SHAPES 11-21153 PK2,BOX,
,8760,OASIS LIGHT GREEN BIND WIRE 40-12211 PK6,BOX,
,8761,OASIS IGLU HOLDER 11-01020 PK12,BOX,
,8762,OASIS PLACE-IT GRANDE HOLDER 11-01062 PK6,BOX,
,8763,ELITE LOVE DOUBLE BUCKET DISPLAY,UNID,
,8764,TARGET PERFORATED VASE BX 19 5/8 X 11 5/8 X 23 1/2,UNID,
,8765,TARGET PINK DOUBLE BOX 20X12X24,BOX,
,8766,OASIS SPOOL WIRE GREEN #33-28010 PK12,BOX,
,8767,OASIS TRIPLE BRICK TRAY BLACK #45-38352 CS48,BOX,
,8768,"1/2"" OASIS WATERPROOF TAPE MIDNIGHT 31-01618 PK1",BOX,
,8769,"8"" OASIS MIDNIGHT FLORAL FOAM SPHERE PK9",BOX,
,8770,"6.5"" HAMMER CLEAR VASE #G5379 PK12",UNID,
,8771,HEB FLOWER BAG NONWOVEN HOT PINK 16X16 PK500,UNID,
,8772,HEB FLOWER BAG NONWOVEN PINK 16X16 PK500,UNID,
,8773,HEB FLOWER BAG NONWOVEN RED 16X16 PK500,UNID,
,8774,HEB FLOWER BAG NONWOVEN LAVENDER 16X16,UNID,
,8775,HEB FLOWER BAG NONWOVEN HOT KRAFT 16X16 PK500,UNID,
,8776,ROSAHOLIC ECOMMERCE KRAFT  BOX 28X7X7,UNID,
,8778,"ROSAHOLIC TOP KRAFT BOX 37""X7""X7""",UNID,
,8779,ROSAHOLIC BOTTOM KRAFT BOX,UNID,
,8780,ROSAHOLIC INSERT KRAFT PK4,UNID,
,8781,VDAY GLITTER RED HEART PICK PK400,UNID,
,8782,TOPCO TEMP RECORDER TT-7100 TIVE SOLO 5G PK25,BOX,
,8783,"TARGET 21"" PLASTIC CARRYBAG GLGS MDAY25",UNID,
,8784,"PUBLIX 10"" VIOLET/PINK GLASS FLARE VASE MIX PK12",UNID,
,8785,"PUBLIX 10"" EGGPLANT/PINK GLASS LUXE VASE MIX PK12",UNID,
,8786,UPC 2 X 2 LABEL THERMAL 2UP PK4 X 5800,ROLL,
,8787,"SW 9.5""X 4.25"" PURPLE VASE GPC2532 PK12",UNID,
,8788,"SW 8.75"" X 4"" PURPLE GLASS VASE GPC2531 PK12",UNID,
,8789,"SW 8.75"" X 4"" JENNA GLASS VASE GS1170 PK12",UNID,
,8790,"SW 9"" X 4"" JENNIFER GLASS VASE G7282 PK12",UNID,
,8791,TARGET DOUBLE BUCKET PINK DISPLAY 24X13X24,UNID,
,8792,"HEB 7.25"" X 4.5"" CLEAR GLASS VASE G7252 PK12",UNID,
,8793,"ECO 8.75"" X4.25"" IRIDESCENT SUE VASE GPC2515 PK6",UNID,
,8794,"SW 8.25"" X 4.25"" PINK GLASS VASE #GPC2510 PK12",UNID,
,8795,"SW 8.25"" X 4.25"" PURPLE GLASS VASE #GPC2530 PK12",UNID,
,8796,"SW 8.25"" X 4.25"" PINK GLASS VASE #GPC2509 PK12",UNID,
,8797,"SW 8.25"" X 4.25"" PURPLE GLASS VASE #GPC2529 PK12",UNID,
,8798,"SW 8"" X 4"" JORDAN VASE PEACH 4045-12 PK12",UNID,
,8799,"SW 8"" X 4"" JORDAN VASE GREEN 4045-12 PK12",UNID,
,8800,"AHOLD 6.5"" X 3"" LAVENDER GLASS VASE GPC2523 PK12",UNID,
,8801,"AHOLD 6.5"" X 3"" PINK GLASS VASE GPC2503 PK12",UNID,
,8802,SHOW 3065-12-09 VASES,UNID,
,8803,"PUBLIX 10""BLUE/FAB GREEN GLASS FLARE VASE MIX PK12",UNID,
,8804,"PUBLIX 10"" HOT PINK/VIOLET GLASS LUXE VASE PK12",UNID,
,8805,TARGET BLACK DOUBLE BOX 24X12X24,UNID,
,8806,OASIS DOUBLE BOWL GREEN #45-38024 PK48,BOX,
,8807,OASIS SINGLE BOWL GREEN #45-38014 PK48,BOX,
,8808,TIVE REUSABLE SOLO LITE (TT8000),UNID,
,8809,TIVE TT8000 (SINGLE-USE),UNID,
,8810,"APRIL SLEEVE FFSLFL-003441 MC 5""X17X17 PK1000",UNID,
,8811,"8 1/2"" ROSE VASE LOLLIPOP ASST #972-12-857 PK12",UNID,
,8812,25 TT-800 MONTHLY FEE,UNID,
,8813,"TARGET TULIP BOX 22 1/8 X 12 1/2 X 18""H PMS-578C",UNID,
,8814,TARGET TULIP BOX LID 32.12X16.14 PMS-578C,UNID,
,8815,TARGET TULIP BOX PARTITION 17.10X34.07,UNID,
,8816,TARGET TULIP POSTER 11X7 BLACK PK12,UNID,
,8817,"WF 8"" KENDRA GLASS CLEAR G1033 PK12",UNID,
,8818,"WET PACK LINER EASY OPEN 0.015MM 15""X30"" PK240/37,440 PALLET",UNID,
,8819,"WET PACK LINER EASY OPEN 0.015MM 16.5""X 31.5"" PK240/30,240 PALLET",UNID,
,8820,WF WHOLEFOODS GREEN/KRAFT ECOMMERCE BOX 25X6X6,UNID,
,8820,WF WHOLEFOODS GREEN/KRAFT ECOMMERCE BOX 25X6X6,UNID,
,8821,"TARGET 16"" BOTANIC VIBES WHITE SLEVEE PK2000",UNID,
,8822,"MAGNETIC TAPE ROLL - 2"" X 50' (S-7705)",ROLL,
,8823,"WM PLASTIC VASE BAG 20"" W/HANDLE 180MIC MD2025",UNID,
,8824,PUBLIX DISPLAY 1 HOLE  LIGHT PINK 1 BOX K26 MD2025,UNID,
,8825,PUBLIX DISPLAY 1 HOLE DARK PINK 1 BOX K26 MD2025,UNID,
,8826,TARGET GLG TULIP BOX MD PINK  22 1/8 X 12 1/2 X 18,UNID,
,8827,TARGET GLG TULIP BOX LID MD PINK 32.12X16.14,UNID,
,8829,BLOOMSY LARGE BOX&INSERT KRAFT/RED 28X7X7,UNID,
,8830,"WHOLEFOODS LABEL SHEET 11"" X 8.5"" PK1000",UNID,
,8831,TARGET GLG PINK DISPLAY 24X13X24 PMS2339C,UNID,
,8832,TARGET GLG GREEN DISPLAY 24X13X24,UNID,
,8833,TARGET GLG GREEN DISPLAY 20X12X24,UNID,
,8834,PACKING LIST ENVELOPES 6.5*10 PK1000 (S-1689),BOX,
,8835,ULINE DELUXE MULTI-FOLD TOWELS PK4000 (S-7127),PACK,
,8836,TARGET GREEN PMS578 DISPLAY 24X13X24,UNID,
,8837,TARGET WINDOW VASE DISPLAY PINK PMS 2339,UNID,
,8838,TARGET WINDOW DISPLAY VASE PARTITION,UNID,
,8839,PUBLIX DISPLAY 1 HOLE MD BQT K26,UNID,
,8840,"BLOOMSY KRAFT PAPER SHEET 20X28"" CCBBK.1000",UNID,
,8841,"WF LABEL SHEET 11X8.5"" PK1000",UNID,
,8842,"18"" PLASTIC BAG NATURES ART YELLOW PK100",UNID,
,8843,"18"" PLASTIC BAG NATURES ART LILAC  PK100",UNID,
,8844,"18""PLASTIC BAG FLOWER N' BOOTS WITH HAND TAG PK100",UNID,
,8845,"SW 5 1/2"" HAMMERED JAR GREEN 3278-24 PK24",UNID,
,8846,"SW 5 1/2"" HAMMERED JAR PURPLE 3278-24-425 PK24",UNID,
,8847,"SW 6 1/2"" LULITA CLEAR VASE 3028-12-09 PK12",UNID,
,8848,TARGET 2 HOLE  WHITE CAP FOR GLG DISPLAY 24X13X24,UNID,
,8849,TARGET 2 HOLE WHITE CAP FOR GLG DISPLAY 20X12X24,UNID,
,8850,JEWEL EDAY DUETTO TUBE PURPLE PK100,UNID,
,8851,"SW 8"" JORDAN VASE JELLYBEAN ASST 4045-12-2062 PK12",UNID,
,8852,"SW 8"" JORDAN VASE CLEMENTINE ASS 4045-12-2053 PK12",UNID,
,8853,"SW 8"" JORDAN VASE JELLYBEAN ASS 4045-12-2062U PK12",UNID,
,8854,"SW 8"" JORDAN VASE MATTE WHITE 4045-12-2222 PK12",UNID,
,8855,"BLOOMSY 5X5X6"" CORRUGATED BOX PK25",PACK,
,8856,WF WHOLEFOODS GREEN/KRAFT ECOMMERCE BOX 28X7X7,UNID,
,8857,JUMBO TWIN TOILET TISSUE DISPENSER (BWK1529),UNID,
,8858,TARGET GLG MAXI GREEN BOX 13X12X24,UNID,
,8858,TARGET GLG MAXI GREEN BOX 13X12X24,UNID,
,8859,TARGET WHITE CAP FOR SINGLE GLG BOX 13X12X24,UNID,
,8859,TARGET WHITE CAP FOR SINGLE GLG BOX 13X12X24,UNID,
,8860,"TARGET CHERRY RED/PINK SLEEVE 18""X16""X5",UNID,
,8861,CANADIAN 10LT BLACK BUCKET PK 2880/PALLET,UNID,
,8862,"PUBLIX 10"" HOT PINK/SMOKE GLASS FLARE VASE MIX P12",UNID,
,8863,"PUBLIX 10"" BLUE/SAGE GLASS LUXE VASE MIX BOX PK12",UNID,
,8864,WF WHOLEFOODS GREEN/KRAFT ECOMMERCE BOX 28X10X10,UNID,
,8866,"TARGET GLG RED DISPLAY K BOX 24""",UNID,
,8867,"OASIS 6"" LOMEY DESIGNER DISH CLEAR 45-01400 PK24",BOX,
,8868,OASIS FLORAL FOAM RISER ROUND 11-01871 PK6,BOX,
,8869,OASIS CUTTING TOOLS BUNDLED SET WITH APRON,UNID,
,8871,"COLORED ANGLE BROOM - 12"", BLACK (H-3976BL)",UNID,
,8872,"DELUXE DUST MOP KIT - 48"", BLUE (H-874BLU)",UNID,
,8873,JUMBO PLASTIC STANDING DUST PAN - YELLOW (H-6497Y),UNID,
,8874,"BLOSSOMY YELLOW SLEVEE 24""X24"" PK1000",UNID,
,8875,"HOUDSTOOTH LAVENDER SLEVEE 24""X24"" PK1000",UNID,
,8876,"6"" PILLOW FLORAL CAGE ARRG #344-96-07 PK96",BOX,
,8877,ESSENTIALS RECTANGLE BOWL #45-82402 PK24,BOX,
,8878,"22""OASIS MIDNIGHT MACHE WREATH #11-20032 PK4",BOX,
,8879,"24"" OASIS MIDNIGHT MACHE OPEN HEART #11-20036 PK4",BOX,
,8880,AUTO LIQUID DISPENSER (H-7174),UNID,
,8881,KIMBERLY LARK PAPER TOWEL DISPENSER (H-9608),UNID,
,8882,JUMBO BATH TISSUE DISPENSER (H-1127),UNID,
,8883,"CLEANER, CONCENTRATE, 1 GAL, PK6 (84-03310)",PACK,
,8884,BUCKETS LARGE 13LT NEXT GEN PK 2730,UNID,
,8885,5 GR FLOWER FOOD CRHYSAL CLASSIC PK2000,BOX,
,8886,"TM51GD 4""X4' GOLD CYLINDER VASE PK12",UNID,
,8887,"C1410 6""X7"" SILVER CERAMIC POT PK6",UNID,
,8888,"OLD GLORY SLEEVE 17""",UNID,
,8889,"TARGET CHERRY RED/PINK SLEEVE 18""X14""X4"" G70264",UNID,
,8890,"GIANT CARLISLE G145R-8"" FROSTY GATHERING RUBY PK12",UNID,
,8891,"GIANTCARLISLE G145PK-8"" FROSTED GATHERING PINK P12",UNID,
,8892,"9.75"" AMBER HOBNAIL VASES",UNID,
,8893,OASIS NATURAL SELF-STICKING TWINE #40-02664 PK1,BOX,
,8894,ECOSSENTIALS DESIGNER DISH #45-22444 PK6,BOX,
,8895,OASIS FOAM KNIFE #32-02803 PK10,BOX,
,8896,"8"" HAVEN VASE #45-30007 PK6",BOX,
,8897,"13"" MIA CLEAR VASE #3455-04-09 PK4",UNID,
,8898,"PUBLIX 10"" TEAL/VIOLET GLASS FLARE VASE MIX/B PK12",UNID,
,8899,"8.5""X1.1"" MARA BUD VASE PINK #FHHAGL285 PK36",UNID,
,8900,"8.5""X1.1"" MARA BUD VASE RED #FHHAGL284 PK36",UNID,
,8901,"3-303DWE/1 BASKET RTN STAINED PLNT12X11"" PK24",UNID,
,8902,PARLOR STRIPES PINK FLIP SHEET 24X24,UNID,
,8903,"24""X24"" MESMERIZED YELLOW SHEET",UNID,
,8904,"CHAIRMAT TEMPERED GLASS 36X46"" #LLR82833",UNID,
,8905,OASIS MIDNIGHT EVENT BLOCK #11-20029 PK2,BOX,
,8906,"OASIS DISPLAY BUCKETS BLACK 22X10"" #45-38134 PK4",BOX,
,8907,"OASIS DISPLAY BUCKETS WHITE 22X10"" #45-38141 PK4",BOX,
,8908,FORKLIFT BATTERY PPE KIT 70-1170 #WB987191,UNID,
,8910,FLOWER BUYER BOTTOM 29 13/16 X 61 3/16,UNID,
,8911,OASIS DELUXE SINGLE CASKET SADDLE 45-03866 PK12,BOX,
,8912,OASIS FLORAL MESH BLACK COATED 40-13113 PK10,BOX,
,8913,"OASIS 18"" MIDN MACHE OPEN HEART 11-20035 PK4",BOX,
,8914,OASIS ECOSSENTIALS DESIGNER DISH 45-22444 PK12,BOX,
,8915,PARLOR STRIPES PURPLE FLIP SHEET 24X24,UNID,
,8917,FLOWER BUYER C-58 CTN STAPLES 20000/CS 1-1/4 X 5/8,UNID,
,8918,FLOWER BUYER SHREDPAPER-PAPERWOOL - 1KG,BOX,
,8919,PROFESSIONAL 2 BOX 4*1G (10ML/L),BOX,
,8820,WF WHOLEFOODS GREEN/KRAFT ECOMMERCE BOX 25X6X6,UNID,
,8820,WF WHOLEFOODS GREEN/KRAFT ECOMMERCE BOX 25X6X6,UNID,
,8821,"TARGET 16"" BOTANIC VIBES WHITE SLEVEE PK2000",UNID,
,8822,"MAGNETIC TAPE ROLL - 2"" X 50' (S-7705)",ROLL,
,8823,"WM PLASTIC VASE BAG 20"" W/HANDLE 180MIC MD2025",UNID,
,8824,PUBLIX DISPLAY 1 HOLE  LIGHT PINK 1 BOX K26 MD2025,UNID,
,8825,PUBLIX DISPLAY 1 HOLE DARK PINK 1 BOX K26 MD2025,UNID,
,8826,TARGET GLG TULIP BOX MD PINK  22 1/8 X 12 1/2 X 18,UNID,
,8827,TARGET GLG TULIP BOX LID MD PINK 32.12X16.14,UNID,
,8829,BLOOMSY LARGE BOX&INSERT KRAFT/RED 28X7X7,UNID,
,8830,"WHOLEFOODS LABEL SHEET 11"" X 8.5"" PK1000",UNID,
,8831,TARGET GLG PINK DISPLAY 24X13X24 PMS2339C,UNID,
,8832,TARGET GLG GREEN DISPLAY 24X13X24,UNID,
,8833,TARGET GLG GREEN DISPLAY 20X12X24,UNID,
,8834,PACKING LIST ENVELOPES 6.5*10 PK1000 (S-1689),BOX,
,8835,ULINE DELUXE MULTI-FOLD TOWELS PK4000 (S-7127),PACK,
,8836,TARGET GREEN PMS578 DISPLAY 24X13X24,UNID,
,8837,TARGET WINDOW VASE DISPLAY PINK PMS 2339,UNID,
,8838,TARGET WINDOW DISPLAY VASE PARTITION,UNID,
,8839,PUBLIX DISPLAY 1 HOLE MD BQT K26,UNID,
,8840,"BLOOMSY KRAFT PAPER SHEET 20X28"" CCBBK.1000",UNID,
,8841,"WF LABEL SHEET 11X8.5"" PK1000",UNID,
,8842,"18"" PLASTIC BAG NATURES ART YELLOW PK100",UNID,
,8843,"18"" PLASTIC BAG NATURES ART LILAC  PK100",UNID,
,8844,"18""PLASTIC BAG FLOWER N' BOOTS WITH HAND TAG PK100",UNID,
,8845,"SW 5 1/2"" HAMMERED JAR GREEN 3278-24 PK24",UNID,
,8846,"SW 5 1/2"" HAMMERED JAR PURPLE 3278-24-425 PK24",UNID,
,8847,"SW 6 1/2"" LULITA CLEAR VASE 3028-12-09 PK12",UNID,
,8848,TARGET 2 HOLE  WHITE CAP FOR GLG DISPLAY 24X13X24,UNID,
,8849,TARGET 2 HOLE WHITE CAP FOR GLG DISPLAY 20X12X24,UNID,
,8850,JEWEL EDAY DUETTO TUBE PURPLE PK100,UNID,
,8851,"SW 8"" JORDAN VASE JELLYBEAN ASST 4045-12-2062 PK12",UNID,
,8852,"SW 8"" JORDAN VASE CLEMENTINE ASS 4045-12-2053 PK12",UNID,
,8853,"SW 8"" JORDAN VASE JELLYBEAN ASS 4045-12-2062U PK12",UNID,
,8854,"SW 8"" JORDAN VASE MATTE WHITE 4045-12-2222 PK12",UNID,
,8855,"BLOOMSY 5X5X6"" CORRUGATED BOX PK25",PACK,
,8856,WF WHOLEFOODS GREEN/KRAFT ECOMMERCE BOX 28X7X7,UNID,
,8857,JUMBO TWIN TOILET TISSUE DISPENSER (BWK1529),UNID,
,8858,TARGET GLG MAXI GREEN BOX 13X12X24,UNID,
,8858,TARGET GLG MAXI GREEN BOX 13X12X24,UNID,
,8859,TARGET WHITE CAP FOR SINGLE GLG BOX 13X12X24,UNID,
,8859,TARGET WHITE CAP FOR SINGLE GLG BOX 13X12X24,UNID,
,8860,"TARGET CHERRY RED/PINK SLEEVE 18""X16""X5",UNID,
,8861,CANADIAN 10LT BLACK BUCKET PK 2880/PALLET,UNID,
,8862,"PUBLIX 10"" HOT PINK/SMOKE GLASS FLARE VASE MIX P12",UNID,
,8863,"PUBLIX 10"" BLUE/SAGE GLASS LUXE VASE MIX BOX PK12",UNID,
,8864,WF WHOLEFOODS GREEN/KRAFT ECOMMERCE BOX 28X10X10,UNID,
,8866,"TARGET GLG RED DISPLAY K BOX 24""",UNID,
,8867,"OASIS 6"" LOMEY DESIGNER DISH CLEAR 45-01400 PK24",BOX,
,8868,OASIS FLORAL FOAM RISER ROUND 11-01871 PK6,BOX,
,8869,OASIS CUTTING TOOLS BUNDLED SET WITH APRON,UNID,
,8871,"COLORED ANGLE BROOM - 12"", BLACK (H-3976BL)",UNID,
,8872,"DELUXE DUST MOP KIT - 48"", BLUE (H-874BLU)",UNID,
,8873,JUMBO PLASTIC STANDING DUST PAN - YELLOW (H-6497Y),UNID,
,8874,"BLOSSOMY YELLOW SLEVEE 24""X24"" PK1000",UNID,
,8875,"HOUDSTOOTH LAVENDER SLEVEE 24""X24"" PK1000",UNID,
,8876,"6"" PILLOW FLORAL CAGE ARRG #344-96-07 PK96",BOX,
,8877,ESSENTIALS RECTANGLE BOWL #45-82402 PK24,BOX,
,8878,"22""OASIS MIDNIGHT MACHE WREATH #11-20032 PK4",BOX,
,8879,"24"" OASIS MIDNIGHT MACHE OPEN HEART #11-20036 PK4",BOX,
,8880,AUTO LIQUID DISPENSER (H-7174),UNID,
,8881,KIMBERLY LARK PAPER TOWEL DISPENSER (H-9608),UNID,
,8882,JUMBO BATH TISSUE DISPENSER (H-1127),UNID,
